ticker,date,open,high,low,close,volume
AAPL,2025-10-22,262.3956210979312,262.5954395959732,255.18261234613632,258.19970703125,45015300
AAPL,2025-10-23,259.68824995662277,260.36758405794774,257.76012648314656,259.3285827636719,32754900
AAPL,2025-10-24,260.93706434715574,263.87421967110856,258.9290010880386,262.56549072265625,38253700
AAPL,2025-10-27,264.6234656652487,268.8593494221352,264.3936774471076,268.5496520996094,44888200
AAPL,2025-10-28,268.7294713644567,269.6286240979669,267.8902885694659,268.7394714355469,41534800
AAPL,2025-10-29,269.01920560410514,271.1471476128123,266.85129379808274,269.4388122558594,51086700
AAPL,2025-10-30,271.72657092903916,273.87451306817263,268.2199910571769,271.13714599609375,69886500
AAPL,2025-10-31,276.721738255342,277.05143573891627,268.89933466249033,270.108154296875,86167100
AAPL,2025-11-03,270.15812755648943,270.5877038096653,265.9921525413924,268.7894287109375,50194600
AAPL,2025-11-04,268.0701070960229,271.22705027239556,267.36080327265466,269.7784729003906,49274800
AAPL,2025-11-05,268.3498399683747,271.43687417180433,266.67147434431234,269.8783874511719,43683100
AAPL,2025-11-06,267.6305743388968,273.1352174017799,267.6305743388968,269.50872802734375,51204000
AAPL,2025-11-07,269.5386899523433,272.02629915101613,266.51162568814635,268.2099914550781,48227400
AAPL,2025-11-10,268.9599914550781,273.7300109863281,267.4599914550781,269.42999267578125,41312400
AAPL,2025-11-11,269.80999755859375,275.9100036621094,269.79998779296875,275.25,46208300
AAPL,2025-11-12,275.0,275.7300109863281,271.70001220703125,273.4700012207031,48398000
AAPL,2025-11-13,274.1099853515625,276.70001220703125,272.0899963378906,272.95001220703125,49602800
AAPL,2025-11-14,271.04998779296875,275.9599914550781,269.6000061035156,272.4100036621094,47431300
AAPL,2025-11-17,268.82000732421875,270.489990234375,265.7300109863281,267.4599914550781,45018300
AAPL,2025-11-18,269.989990234375,270.7099914550781,265.32000732421875,267.44000244140625,45677300
AAPL,2025-11-19,265.5299987792969,272.2099914550781,265.5,268.55999755859375,40424500
AAPL,2025-11-20,270.8299865722656,275.42999267578125,265.9200134277344,266.25,45823600
AAPL,2025-11-21,265.95001220703125,273.3299865722656,265.6700134277344,271.489990234375,59030800
AAPL,2025-11-24,270.8999938964844,277.0,270.8999938964844,275.9200134277344,65585800
AAPL,2025-11-25,275.2699890136719,280.3800048828125,275.25,276.9700012207031,46914200
AAPL,2025-11-26,276.9599914550781,279.5299987792969,276.6300048828125,277.54998779296875,33431400
AAPL,2025-11-28,277.260009765625,279.0,275.989990234375,278.8500061035156,20135600
AAPL,2025-12-01,278.010009765625,283.4200134277344,276.1400146484375,283.1000061035156,46587700
AAPL,2025-12-02,283.0,287.3999938964844,282.6300048828125,286.19000244140625,53669500
AAPL,2025-12-03,286.20001220703125,288.6199951171875,283.29998779296875,284.1499938964844,43538700
AAPL,2025-12-04,284.1000061035156,284.7300109863281,278.5899963378906,280.70001220703125,43989100
AAPL,2025-12-05,280.5400085449219,281.1400146484375,278.04998779296875,278.7799987792969,47265800
AAPL,2025-12-08,278.1300048828125,279.6700134277344,276.1499938964844,277.8900146484375,38211800
AAPL,2025-12-09,278.1600036621094,280.0299987792969,276.9200134277344,277.17999267578125,32193300
AAPL,2025-12-10,277.75,279.75,276.44000244140625,278.7799987792969,33038300
AAPL,2025-12-11,279.1000061035156,279.5899963378906,273.80999755859375,278.0299987792969,33248000
AAPL,2025-12-12,277.8999938964844,279.2200012207031,276.82000732421875,278.2799987792969,39532900
AAPL,2025-12-15,280.1499938964844,280.1499938964844,272.8399963378906,274.1099853515625,50409100
AAPL,2025-12-16,272.82000732421875,275.5,271.7900085449219,274.6099853515625,37648600
AAPL,2025-12-17,275.010009765625,276.1600036621094,271.6400146484375,271.8399963378906,50138700
AAPL,2025-12-18,273.6099853515625,273.6300048828125,266.95001220703125,272.19000244140625,51630700
AAPL,2025-12-19,272.1499938964844,274.6000061035156,269.8999938964844,273.6700134277344,144632000
AAPL,2025-12-22,272.8599853515625,273.8800048828125,270.510009765625,270.9700012207031,36571800
AAPL,2025-12-23,270.8399963378906,272.5,269.55999755859375,272.3599853515625,29642000
AAPL,2025-12-24,272.3399963378906,275.42999267578125,272.20001220703125,273.80999755859375,17910600
AAPL,2025-12-26,274.1600036621094,275.3699951171875,272.8599853515625,273.3999938964844,21521800
AAPL,2025-12-29,272.69000244140625,274.3599853515625,272.3500061035156,273.760009765625,23715200
AAPL,2025-12-30,272.80999755859375,274.0799865722656,272.2799987792969,273.0799865722656,22139600
AAPL,2025-12-31,273.05999755859375,273.67999267578125,271.75,271.8599853515625,27293600
AAPL,2026-01-02,272.260009765625,277.8399963378906,269.0,271.010009765625,37838100
AAPL,2026-01-05,270.6400146484375,271.510009765625,266.1400146484375,267.260009765625,45647200
AAPL,2026-01-06,267.0,267.54998779296875,262.1199951171875,262.3599853515625,52352100
AAPL,2026-01-07,263.20001220703125,263.67999267578125,259.80999755859375,260.3299865722656,48309800
AAPL,2026-01-08,257.0199890136719,259.2900085449219,255.6999969482422,259.0400085449219,50419300
AAPL,2026-01-09,259.0799865722656,260.2099914550781,256.2200012207031,259.3699951171875,39997000
AAPL,2026-01-12,259.1600036621094,261.29998779296875,256.79998779296875,260.25,45263800
AAPL,2026-01-13,258.7200012207031,261.80999755859375,258.3900146484375,261.04998779296875,45730800
AAPL,2026-01-14,259.489990234375,261.82000732421875,256.7099914550781,259.9599914550781,40019400
AAPL,2026-01-15,260.6499938964844,261.0400085449219,257.04998779296875,258.2099914550781,39388600
AAPL,2026-01-16,257.8999938964844,258.8999938964844,254.92999267578125,255.52999877929688,72142800
AAPL,2026-01-20,252.72999572753906,254.7899932861328,243.4199981689453,246.6999969482422,80267500
AAPL,2026-01-21,248.6999969482422,251.55999755859375,245.17999267578125,247.64999389648438,54641700
AAPL,2026-01-22,249.1999969482422,251.0,248.14999389648438,248.35000610351562,39708300
AAPL,2026-01-23,247.32000732421875,249.41000366210938,244.67999267578125,248.0399932861328,41689000
AAPL,2026-01-26,251.47999572753906,256.55999755859375,249.8000030517578,255.41000366210938,55969200
AAPL,2026-01-27,259.1700134277344,261.95001220703125,258.2099914550781,258.2699890136719,49648300
